#Region	Chromosome	Start_position	End_position	Pass_or_flag	Read count	Median coverage	Minimum coverage	Median quality coverage	Minimum quality coverage	Maximum fraction of low mapping quality	Maximum fraction of low base quality
U2AF2Exon11_0339	chr19	56180789	56180900	FLAG	372	74	49	49	1	0	0.98
U2AF2Exon11_0340	chr19	56180869	56180980	PASS	538	372	323	371	318	0	0.263
U2AF2Exon11_0341	chr19	56180953	56181064	FLAG	489	165	165	165	5	0	0.97
DNMT3A_0001	chr2	25457097	25457208	FLAG	506	405	27	399	22	0	0.752
DNMT3A_0002	chr2	25457157	25457273	PASS	506	484	405	479.5	394	0	0.171
DNMT3A_0003	chr2	25457193	25457304	FLAG	506	475	96	472	94	0	0.675
DNMT3AExon23_0343	chr2	25457193	25457304	FLAG	506	475	96	472	94	0	0.675
DNMT3A_0004	chr2	25458525	25458636	PASS	614	608	487	597	431	0	0.192
DNMT3A_0005	chr2	25458585	25458696	PASS	608	607	118	595	112	0	0.769
DNMT3A_0006	chr2	25459754	25459865	PASS	620	619	165	611	158	0	0.663
DNMT3A_0007	chr2	25459797	25459908	PASS	619	619	454	612	447	0	0.177
DNMT3A_0008	chr2	25461948	25462059	FLAG	116	116	32	113	31	0	0.367
DNMT3A_0009	chr2	25461998	25462109	FLAG	116	116	80	113	76	0	0.216
DNMT3A_0010	chr2	25463120	25463231	FLAG	834	315	186	307	6	0	0.969
DNMT3A_0011	chr2	25463180	25463296	PASS	857	664	315	652.5	194	0	0.422
DNMT3A_0012	chr2	25463244	25463360	FLAG	856	664	542	647	16	0	0.97
DNMT3A_0013	chr2	25463458	25463569	FLAG	135	135	49	133	46	0	0.447
DNMT3A_0014	chr2	25463492	25463603	FLAG	135	135	83	133	81	0	0.385
DNMT3A_0015	chr2	25464380	25464496	FLAG	510	418	232	406.5	15	0	0.935
DNMT3A_0016	chr2	25464445	25464566	PASS	510	418	258	409	251	0	0.397
DNMT3A_0017	chr2	25464491	25464612	FLAG	510	258	67	256	63	0	0.669
DNMT3A_0018	chr2	25466716	25466827	FLAG	110	110	63	108	4	0	0.937
DNMT3A_0019	chr2	25466773	25466884	FLAG	110	110	43	108	41	0	0.417
DNMT3A_0020	chr2	25466973	25467089	FLAG	407	397	378	386	32	0	0.915
DNMT3A_0021	chr2	25467038	25467159	PASS	571	397	194	383	182	0	0.472
DNMT3A_0022	chr2	25467108	25467219	PASS	526	193	173	185	148	0	0.454
DNMT3A_0023	chr2	25467358	25467469	PASS	603	603	320	589	291	0	0.517
DNMT3A_0024	chr2	25467418	25467529	PASS	603	603	283	588	271	0	0.517
DNMT3A_0025	chr2	25468071	25468182	FLAG	232	232	95	229	90	0	0.537
DNMT3A_0026	chr2	25468116	25468227	PASS	232	232	137	229	134	0	0.38
DNMT3A_0027	chr2	25468834	25468945	FLAG	160	160	159	158	14	0	0.913
DNMT3A_0028	chr2	25468978	25469089	PASS	1154	651	217	642	199	0	0.47
DNMT3A_0029	chr2	25469038	25469159	PASS	1154	806	651	740	626	0	0.442
DNMT3A_0030	chr2	25469071	25469192	PASS	1154	733	301	729	293	0	0.549
DNMT3A_0031	chr2	25469438	25469554	FLAG	98	77	59	75	55	0	0.153
DNMT3A_0032	chr2	25469503	25469614	FLAG	98	77	39	76	37	0	0.347
DNMT3A_0033	chr2	25469556	25469667	FLAG	98	39	21	39	19	0	0.405
DNMT3A_0034	chr2	25469869	25469980	FLAG	237	236	84	233	2	0	0.976
DNMT3A_0035	chr2	25469929	25470040	FLAG	237	237	153	234	10	0	0.935
DNMT3A_0036	chr2	25470409	25470525	PASS	160	156	122	148	108	0	0.199
DNMT3A_0037	chr2	25470474	25470585	FLAG	160	156	32	141	29	0	0.595
DNMT3A_0038	chr2	25470524	25470645	FLAG	160	32	5	30	2	0	0.714
DNMT3A_0039	chr2	25470855	25470976	PASS	2044	154	112	146	106	0	0.227
DNMT3A_0040	chr2	25470925	25471041	PASS	2151	276	154	274	145	0	0.464
DNMT3A_0041	chr2	25470990	25471101	PASS	2151	276	243	272	148	0	0.464
DNMT3A_0042	chr2	25471014	25471125	PASS	277	243	103	243	103	0	0.526
DNMT3A_0043	chr2	25472475	25472586	FLAG	189	188	54	184	51	0	0.681
DNMT3A_0044	chr2	25472527	25472638	FLAG	189	188	128	183	60	0	0.681
DNMT3A_0046	chr2	25474730	25474846	FLAG	70	28	12	28	1	0	0.923
DNMT3A_0045	chr2	25474786	25474907	FLAG	72	60	28	51	12	0	0.585
DNMT3A_0047	chr2	25474856	25474977	FLAG	72	60	44	53	7	0	0.841
DNMT3A_0048	chr2	25475019	25475130	FLAG	18	18	18	18	16	0	0.111
DNMT3A_0049	chr2	25497759	25497870	FLAG	367	204	145	198	14	0	0.903
DNMT3A_0050	chr2	25497819	25497930	PASS	369	206	204	203	191	0	0.306
DNMT3A_0051	chr2	25497869	25497980	FLAG	369	206	164	202	25	0	0.876
DNMT3A_0052	chr2	25498315	25498426	PASS	456	455	453	451	439	0	0.037
DNMT3A_0053	chr2	25505206	25505317	FLAG	170	81	47	79	44	0	0.333
DNMT3A_0054	chr2	25505266	25505382	FLAG	243	81	59	81	41	0	0.305
DNMT3A_0055	chr2	25505331	25505442	FLAG	255	90	59	90	30	0	0.667
DNMT3A_0056	chr2	25505391	25505512	FLAG	167	90	79	90	30	0	0.667
DNMT3A_0057	chr2	25505461	25505572	FLAG	99	79	35	77	21	0	0.562
DNMT3A_0058	chr2	25505509	25505620	FLAG	99	35	20	34	13	0	0.618
DNMT3A_0059	chr2	25522957	25523068	PASS	219	219	123	214	117	0	0.267
DNMT3A_0060	chr2	25523002	25523113	FLAG	219	218	95	213	86	0	0.4
DNMT3A_0061	chr2	25536780	25536891	FLAG	70	69	68	67	57	0	0.162
ASXL2Exon12_0344	chr2	25964873	25964989	FLAG	416	272	271	270	52	0	0.873
ASXL2Exon12_0345	chr2	25964970	25965091	PASS	623	349	142	345	134	0	0.435
ASXL2Exon12_0346	chr2	25965075	25965186	FLAG	351	209	207	207	4	0	0.981
ASXL2Exon12_0347	chr2	25965182	25965293	FLAG	215	7	1	2	0	0	1
ASXL2Exon12_0348	chr2	25965282	25965403	FLAG	217	7	6	7	5	0	0.928
ASXL2Exon12_0349	chr2	25965393	25965504	PASS	382	216	210	215	204	0	0.419
ASXL2Exon12_0350	chr2	25965476	25965592	PASS	551	341	166	338.5	162	0	0.401
ASXL2Exon12_0351	chr2	25965574	25965690	PASS	460	294	175	291	161	0	0.528
ASXL2Exon12_0352	chr2	25965679	25965790	FLAG	417	241	118	237	6	0	0.957
ASXL2Exon12_0353	chr2	25965761	25965872	PASS	322	204	123	203	119	0	0.348
ASXL2Exon12_0354	chr2	25965857	25965973	FLAG	308	184	80	114.5	1	0	0.988
ASXL2Exon12_0355	chr2	25965971	25966087	FLAG	251	104	104	104	5	0	0.952
ASXL2Exon12_0356	chr2	25966085	25966196	FLAG	410	165	67	117	65	0	0.742
ASXL2Exon12_0357	chr2	25966179	25966290	PASS	977	306	239	305	235	0	0.669
ASXL2Exon12_0358	chr2	25966264	25966375	PASS	1212	910	670	904	319	0	0.672
ASXL2Exon12_0359	chr2	25966345	25966456	PASS	1174	504	302	502	160	0	0.681
ASXL2Exon12_0360	chr2	25966438	25966549	PASS	647	343	200	336	195	0	0.352
ASXL2Exon12_0361	chr2	25966533	25966654	PASS	844	340	131	287	123	0	0.603
ASXL2Exon12_0362	chr2	25966649	25966765	FLAG	1224	520	494	495.5	22	0	0.956
ASXL2Exon12_0363	chr2	25966759	25966870	PASS	1164	664	592	649	100	0	0.849
ASXL2Exon12_0364	chr2	25966839	25966950	FLAG	756	170	78	169	72	0	0.654
ASXL2Exon12_0365	chr2	25966935	25967046	FLAG	373	170	94	170	91	0	0.378
ASXL2Exon12_0366	chr2	25967015	25967131	FLAG	385	291	203	287	99	0	0.664
ASXL2Exon12_0367	chr2	25967129	25967240	FLAG	617	288	86	223	82	0	0.628
ASXL2Exon12_0368	chr2	25967215	25967326	FLAG	477	389	326	358	5	0	0.985
ASXL2Exon12_0369	chr2	25967324	25967445	FLAG	391	65	65	65	0	0	1
ASXL2Exon11_0370	chr2	25972537	25972648	PASS	315	148	148	147	139	0	0.51
ASXL2Exon11_0371	chr2	25972626	25972737	FLAG	367	198	146	197	55	0	0.722
ASXL2Exon11_0372	chr2	25972715	25972826	FLAG	723	197	52	194	51	0	0.823
ASXL2Exon11_0373	chr2	25972819	25972935	PASS	782	574	525	544	108	0	0.85
ASXL2Exon11_0374	chr2	25972916	25973032	PASS	1114	560.5	198	398.5	192	0	0.617
ASXL2Exon11_0375	chr2	25973028	25973139	PASS	672	474	383	468	105	0	0.778
ASXL2Exon11_0376	chr2	25973117	25973228	FLAG	574	191	190	191	90	0	0.529
ASXL2Exon11_0377	chr2	25973176	25973287	FLAG	191	190	100	188	90	0	0.529
SF3B1Exon24_0378	chr2	198257671	198257782	PASS	226	131	129	131	125	0	0.144
SF3B1Exon24_0379	chr2	198257767	198257878	FLAG	492	226	95	218	93	0	0.532
SF3B1Exon24_0380	chr2	198257875	198257996	PASS	361	266	266	265	259	0	0.245
SF3B1Exon23_0381	chr2	198260773	198260889	FLAG	223	57	56	57	53	0	0.474
SF3B1Exon23_0382	chr2	198260870	198260981	PASS	291	223	168	223	165	0	0.153
SF3B1Exon23_0383	chr2	198260949	198261060	FLAG	236	121	68	77	63	0	0.43
SF3B1Exon21_0386	chr2	198263173	198263284	PASS	302	302	124	298	122	0	0.404
SF3B1Exon21_0387	chr2	198263204	198263315	PASS	302	302	178	298	177	0	0.404
SF3B1Exon20_0388	chr2	198264752	198264863	FLAG	185	119	119	119	4	0	0.969
SF3B1Exon20_0389	chr2	198264852	198264963	FLAG	363	86	66	66	2	0	0.98
SF3B1Exon19_0390	chr2	198264959	198265075	PASS	302	178	178	178	171	0	0.237
SF3B1Exon19_0391	chr2	198265073	198265189	FLAG	235	58	58	58	0	0	1
SF3B1Exon18_0393	chr2	198265529	198265640	PASS	340	339	201	336	193	0	0.368
SF3B1Exon18_0394	chr2	198265565	198265686	PASS	339	339	139	336	135	0	0.548
SF3B1Exon17_0395	chr2	198266097	198266218	FLAG	131	131	28	128	25	0	0.333
SF3B1Exon17_0396	chr2	198266163	198266279	FLAG	131	131	101	127	99	0	0.175
SF3B1Exon16_0397	chr2	198266435	198266551	FLAG	77	77	77	77	1	0	0.987
SF3B1Exon15_0399	chr2	198266677	198266788	FLAG	154	96	92	92	86	0	0.186
SF3B1Exon15_0400	chr2	198266759	198266880	FLAG	154	62	62	62	59	0	0.244
SF3B1Exon14_0401	chr2	198267245	198267366	FLAG	215	173	173	172	54	0	0.749
SF3B1Exon14_0402	chr2	198267337	198267448	FLAG	532	215	43	206	41	0	0.586
SF3B1Exon14_0403	chr2	198267422	198267538	PASS	359	314	203	312	186	0	0.423
SF3B1Exon14_0404	chr2	198267447	198267563	PASS	359	314	169	311	165	0	0.423
SF3B1Exon12_0406	chr2	198268293	198268404	PASS	913	799	797	796	776	0	0.107
SF3B1Exon12_0407	chr2	198268390	198268501	FLAG	913	108	108	108	4	0	0.963
SF3B1Exon10_0410	chr2	198269970	198270081	PASS	481	345	343	343	103	0	0.785
SF3B1Exon10_0411	chr2	198270062	198270178	PASS	706	360	191	359	133	0	0.611
SF3B1Exon10_0412	chr2	198270129	198270245	PASS	360	360	226	355	140	0	0.611
SF3B1Exon9_0413	chr2	198272703	198272814	FLAG	796	450	450	446	7	0	0.984
SF3B1Exon9_0414	chr2	198272809	198272925	FLAG	794	346	346	345	12	0	0.965
SF3B1Exon8_0415	chr2	198273071	198273182	FLAG	502	88	88	88	85	0	0.348
SF3B1Exon8_0416	chr2	198273168	198273279	PASS	504	416	283	414	280	0	0.387
SF3B1Exon8_0417	chr2	198273201	198273317	PASS	501	416	215	412	211	0	0.342
SF3B1Exon7_0418	chr2	198274488	198274609	PASS	1113	819	817	813	781	0	0.177
SF3B1Exon7_0419	chr2	198274598	198274709	PASS	1203	387	387	385	373	0	0.367
SF3B1Exon6_0421	chr2	198281457	198281568	PASS	1582	933	931	926	899	0	0.294
SF3B1Exon6_0422	chr2	198281565	198281686	FLAG	1575	649	649	647	22	0	0.966
IDH1Exon4_0423	chr2	209113063	209113184	PASS	884	432	432	430	416	0	0.228
IDH1Exon4_0424	chr2	209113156	209113267	PASS	1110	678	452	675	375	0	0.574
IDH1Exon4_0425	chr2	209113236	209113347	FLAG	945	490	226	442	4	0	0.982
IDH1Exon4_0426	chr2	209113344	209113465	FLAG	494	268	268	267	9	0	0.966
ASXL1Exon12_0429	chr20	31021269	31021380	PASS	565	254	220	251	216	0	0.3
ASXL1Exon12_0431	chr20	31021468	31021579	FLAG	307	123	89	121	86	0	0.341
ASXL1Exon12_0432	chr20	31021558	31021669	PASS	289	200	200	200	182	0	0.124
ASXL1Exon13_0434	chr20	31022201	31022312	FLAG	982	78	78	78	75	0	0.614
ASXL1Exon13_0435	chr20	31022300	31022421	FLAG	1035	943	874	895	64	0	0.934
ASXL1Exon13_0436	chr20	31022401	31022512	FLAG	1014	116	49	90	1	0	0.981
ASXL1Exon13_0437	chr20	31022500	31022621	FLAG	315	116	65	114	63	0	0.595
ASXL1Exon13_0438	chr20	31022610	31022726	FLAG	647	263	198	261	36	0	0.863
ASXL1Exon13_0439	chr20	31022697	31022808	PASS	855	581	382	567	373	0	0.328
ASXL1Exon13_0440	chr20	31022806	31022927	PASS	851	279	277	277	262	0	0.411
ASXL1Exon13_0441	chr20	31022918	31023029	PASS	687	409	190	391	183	0	0.523
ASXL1Exon13_0442	chr20	31023003	31023114	PASS	619	409	219	406	215	0	0.483
ASXL1Exon13_0445	chr20	31023308	31023429	PASS	1015	514	513	512	479	0	0.357
ASXL1Exon13_0446	chr20	31023427	31023538	PASS	1032	519	353	507	183	0	0.647
ASXL1Exon13_0447	chr20	31023520	31023631	PASS	703	350	167	348	162	0	0.485
ASXL1Exon13_0448	chr20	31023600	31023711	PASS	659	350	183	347	178	0	0.479
ASXL1Exon13_0449	chr20	31023689	31023800	PASS	711	492	309	484	301	0	0.244
ASXL1Exon13_0450	chr20	31023797	31023913	FLAG	748	286.5	225	230	30	0	0.867
ASXL1Exon13_0453	chr20	31024081	31024192	FLAG	887	417	94	413	91	0	0.739
ASXL1Exon13_0455	chr20	31024254	31024370	PASS	673	350	219	349.5	203	0	0.279
ASXL1Exon13_0456	chr20	31024339	31024450	PASS	433	228	179	228	146	0	0.35
ASXL1Exon13_0457	chr20	31024419	31024530	FLAG	356	211	83	208	80	0	0.564
ASXL1Exon13_0458	chr20	31024517	31024628	PASS	689	210	127	206	123	0	0.56
ASXL1Exon13_0460	chr20	31024694	31024805	PASS	768	291	213	289	206	0.005	0.356
ASXL1Exon13_0461	chr20	31024779	31024890	FLAG	657	291	74	288	71	0.01	0.713
ASXL1Exon13_0462	chr20	31024874	31024985	FLAG	735	440	359	437	58	0	0.867
ASXL1Exon13_0463	chr20	31024957	31025068	PASS	805	444	293	440	140	0	0.685
ASXL1Exon13_0464	chr20	31025050	31025171	PASS	444	152	151	151	144	0	0.405
RUNX1Exon8_0472	chr21	36171582	36171703	FLAG	621	19	19	19	18	0	0.845
RUNX1Exon8_0473	chr21	36171678	36171794	PASS	621	600	600	598	570	0	0.061
RUNX1Exon7_0474	chr21	36206672	36206783	FLAG	158	132	131	129	9	0	0.932
RUNX1Exon7_0475	chr21	36206781	36206892	FLAG	157	23	23	23	21	0	0.533
RUNX1Exon7_0476	chr21	36206799	36206910	FLAG	155	23	23	23	21	0	0.533
RUNX1Exon6_0477	chr21	36231750	36231861	PASS	387	234	234	233	160	0	0.584
RUNX1Exon6_0478	chr21	36231842	36231953	PASS	386	153	149	153	142	0	0.222
RUNX1Exon5_0479	chr21	36252821	36252932	PASS	238	120	120	120	113	0	0.212
RUNX1Exon5_0480	chr21	36252914	36253030	PASS	238	118	118	118	113	0	0.181
RUNX1Exon4_0482	chr21	36259133	36259244	FLAG	68	68	68	67	59	0	0.132
RUNX1Exon4_0483	chr21	36259333	36259444	FLAG	58	58	58	58	54	0	0.069
U2AF1Exon7_0484	chr21	44514554	44514665	PASS	324	323	210	315	164	0.003	0.226
U2AF1Exon7_0485	chr21	44514616	44514727	PASS	324	323	110	317	103	0.003	0.286
U2AF1Exon6_0486	chr21	44514759	44514870	PASS	290	289	174	286	119	0	0.588
U2AF1Exon6_0487	chr21	44514809	44514920	PASS	289	289	116	285	112	0	0.588
U2AF1Exon5_0488	chr21	44515528	44515639	PASS	468	468	467	464	452	0	0.034
U2AF1Exon4_0490	chr21	44515770	44515881	FLAG	106	106	106	104	5	0	0.953
U2AF1Exon3_0491	chr21	44520527	44520638	FLAG	281	281	278	279	11	0	0.961
U2AF1Exon2_0492	chr21	44524418	44524529	PASS	188	188	188	187	182	0	0.032
GATA2Exon5_0493	chr3	128200645	128200756	FLAG	170	45	42	42	28	0	0.377
GATA2Exon5_0494	chr3	128200726	128200837	FLAG	170	128	128	127	54	0	0.682
GATA2Exon4_0495	chr3	128202670	128202791	FLAG	514	513	219	498	30	0	0.864
GATA2Exon4_0496	chr3	128202743	128202854	PASS	514	507	293	426	229	0	0.554
GATA2Exon3_0497	chr3	128204535	128204651	PASS	108	108	108	107	103	0	0.046
GATA2Exon3_0499	chr3	128204715	128204836	FLAG	130	75	75	75	68	0	0.336
GATA2Exon3_0500	chr3	128204819	128204940	FLAG	133	56	53	55	3	0	0.946
GATA2Exon3_0502	chr3	128205033	128205154	FLAG	213	61	17	30	15	0	0.845
GATA2Exon3_0503	chr3	128205112	128205223	PASS	213	210	185	204	176	0	0.062
PDGFRAExon2_0507	chr4	55124881	55124992	FLAG	323	323	320	320	7	0	0.978
PDGFRAExon3_0508	chr4	55127247	55127358	PASS	493	131	131	130	122	0	0.544
PDGFRAExon3_0509	chr4	55127334	55127445	PASS	652	368	209	367	164	0	0.554
PDGFRAExon3_0510	chr4	55127417	55127528	PASS	555	346	175	345	159	0	0.52
PDGFRAExon3_0511	chr4	55127496	55127612	PASS	346	180	180	179	166	0	0.52
PDGFRAExon4_0512	chr4	55129818	55129929	PASS	395	279	279	278	119	0	0.698
PDGFRAExon4_0513	chr4	55129903	55130019	PASS	537	258	116	257	111	0	0.37
PDGFRAExon4_0514	chr4	55129992	55130103	PASS	258	142	142	142	118	0	0.543
PDGFRAExon5_0515	chr4	55131067	55131178	PASS	839	285	285	283	275	0	0.639
PDGFRAExon5_0516	chr4	55131167	55131283	PASS	839	554	553	549	529	0	0.121
PDGFRAExon6_0517	chr4	55133450	55133566	PASS	486	209	208	208	203	0	0.457
PDGFRAExon6_0518	chr4	55133551	55133662	PASS	644	277	277	276	265	0	0.184
PDGFRAExon7_0519	chr4	55133684	55133805	FLAG	346	169	160	160	5	0	0.969
PDGFRAExon7_0520	chr4	55133775	55133886	PASS	449	289	273	278	120	0	0.602
PDGFRAExon7_0521	chr4	55133841	55133957	PASS	289	287	170	263	165	0	0.389
PDGFRAExon8_0522	chr4	55136776	55136887	FLAG	649	629	102	466	96	0	0.578
PDGFRAExon8_0523	chr4	55136846	55136957	FLAG	649	648	549	636	21	0	0.962
PDGFRAExon9_0524	chr4	55138527	55138643	PASS	312	312	186	307	130	0	0.583
PDGFRAExon9_0525	chr4	55138587	55138703	FLAG	312	312	125	307	5	0	0.96
PDGFRAExon10_0526	chr4	55139677	55139788	FLAG	228	72	72	72	68	0	0.664
PDGFRAExon10_0527	chr4	55139768	55139884	FLAG	294	161	95	159	92	0	0.208
PDGFRAExon10_0528	chr4	55139879	55139990	FLAG	161	66	66	66	1	0	0.985
PDGFRAExon11_0529	chr4	55140663	55140774	FLAG	485	124	124	124	6	0	0.952
PDGFRAExon11_0530	chr4	55140747	55140858	PASS	485	361	361	360	347	0	0.167
PDGFRAExon12_0531	chr4	55140973	55141084	PASS	798	795	334	708	324	0	0.555
PDGFRAExon12_0532	chr4	55141041	55141152	PASS	798	798	465	787	453	0	0.166
PDGFRAExon13_0533	chr4	55143530	55143641	PASS	481	480	256	473	225	0	0.532
PDGFRAExon13_0534	chr4	55143578	55143689	PASS	481	481	224	474	215	0	0.532
PDGFRAExon14_0535	chr4	55144037	55144148	FLAG	240	109	109	109	3	0	0.975
PDGFRAExon14_0536	chr4	55144139	55144250	FLAG	241	132	132	131	6	0	0.958
PDGFRAExon15_0537	chr4	55144495	55144611	FLAG	371	39	39	39	1	0	0.974
PDGFRAExon15_0538	chr4	55144608	55144724	PASS	372	333	333	331	321	0	0.071
PDGFRAExon16_0539	chr4	55146469	55146590	PASS	868	556	556	555	541	0	0.32
PDGFRAExon16_0540	chr4	55146563	55146674	FLAG	868	312	311	311	17	0	0.945
PDGFRAExon17_0541	chr4	55151517	55151628	FLAG	1027	1027	745	1010	23	0	0.969
PDGFRAExon17_0542	chr4	55151582	55151693	PASS	1027	1027	282	1006	270	0	0.702
PDGFRAExon18_0543	chr4	55151974	55152085	FLAG	141	141	52	136	50	0	0.16
PDGFRAExon18_0544	chr4	55152048	55152159	FLAG	141	71	64	69	62	0	0.254
PDGFRAExon19_0545	chr4	55153586	55153697	PASS	888	888	622	877	588	0	0.136
PDGFRAExon19_0546	chr4	55153633	55153744	PASS	888	888	267	878	259	0	0.498
PDGFRAExon20_0547	chr4	55154945	55155056	PASS	1069	1068	340	1056	331	0	0.598
PDGFRAExon20_0548	chr4	55154970	55155081	PASS	1069	1068	740	1055	715	0	0.319
PDGFRAExon21_0549	chr4	55155170	55155281	PASS	919	919	496	909	436	0	0.526
PDGFRAExon21_0550	chr4	55155221	55155332	PASS	919	919	424	907	408	0	0.526
PDGFRAExon22_0551	chr4	55156451	55156567	PASS	906	396	396	395	303	0	0.659
PDGFRAExon22_0552	chr4	55156546	55156662	PASS	1259	863	511	857.5	360	0	0.583
PDGFRAExon22_0553	chr4	55156617	55156728	FLAG	863	862	352	833	16	0	0.955
PDGFRAExon23_0554	chr4	55161286	55161397	PASS	1212	1211	755	1196	736	0	0.364
PDGFRAExon23_0555	chr4	55161346	55161457	FLAG	1212	1212	456	1196	11	0	0.976
KITExon2_0556	chr4	55561645	55561756	PASS	1065	662	661	659	416	0	0.609
KITExon2_0557	chr4	55561745	55561866	PASS	1295	632	403	621	391	0	0.339
KITExon2_0558	chr4	55561847	55561958	PASS	633	230	230	229	219	0	0.571
KITExon3_0559	chr4	55564415	55564526	FLAG	423	163	163	162	5	0	0.969
KITExon3_0560	chr4	55564517	55564638	FLAG	549	310	260	281	5	0	0.981
KITExon3_0561	chr4	55564628	55564739	PASS	385	126	126	126	123	0	0.589
KITExon7_0562	chr4	55575558	55575669	FLAG	459	198	162	167	2	0	0.988
KITExon7_0563	chr4	55575639	55575750	PASS	459	297	297	296	288	0	0.328
KITExon8_0564	chr4	55589731	55589842	PASS	760	757	424	743	412	0	0.423
KITExon8_0565	chr4	55589786	55589897	FLAG	759	757	334	744	60	0	0.829
KITExon9_0566	chr4	55592007	55592128	FLAG	516	333	333	331	14	0	0.958
KITExon9_0567	chr4	55592121	55592242	PASS	515	183	183	183	178	0	0.257
KITExon10_0568	chr4	55593350	55593461	PASS	581	581	331	572	318	0	0.42
KITExon10_0569	chr4	55593403	55593514	PASS	581	581	250	572	236	0	0.513
KITExon11_0570	chr4	55593576	55593687	FLAG	199	90	90	90	85	0	0.252
KITExon11_0571	chr4	55593664	55593780	PASS	199	109	109	109	104	0	0.162
KITExon13_0572	chr4	55593959	55594070	PASS	573	150	149	149	139	0.007	0.704
KITExon13_0573	chr4	55594065	55594176	PASS	750	569	420	544	401	0	0.238
KITExon13_0574	chr4	55594152	55594263	PASS	766	346	346	345	171	0	0.506
KITExon13_0575	chr4	55594206	55594317	PASS	347	346	167	341	159	0	0.506
KITExon14_0576	chr4	55595481	55595592	FLAG	318	207	206	206	60	0	0.808
KITExon14_0577	chr4	55595573	55595689	PASS	318	111	110	111	107	0	0.347
KITExon15_0578	chr4	55597482	55597593	PASS	225	225	224	224	218	0	0.031
KITExon16_0579	chr4	55598004	55598115	PASS	240	240	140	233	106	0	0.558
KITExon16_0580	chr4	55598067	55598188	FLAG	240	239	100	233	98	0	0.558
KITExon17_0581	chr4	55599230	55599346	PASS	202	202	154	200	150	0	0.08
KITExon17_0582	chr4	55599261	55599372	FLAG	202	202	58	200	47	0	0.658
KITExon18_0583	chr4	55602634	55602745	PASS	267	264	122	258	119	0	0.542
KITExon18_0584	chr4	55602696	55602807	PASS	265	264	146	258	121	0	0.542
TET2Exon3_0585	chr4	106155083	106155194	PASS	374	205	205	204	197	0	0.228
TET2Exon3_0586	chr4	106155191	106155312	PASS	608	373	170	284	165	0	0.504
TET2Exon3_0587	chr4	106155293	106155404	PASS	843	403	233	401	228	0	0.469
TET2Exon3_0588	chr4	106155377	106155493	PASS	716	482.5	440	466.5	429	0	0.113
TET2Exon3_0589	chr4	106155490	106155611	FLAG	788	43	43	43	38	0	0.761
TET2Exon3_0590	chr4	106155605	106155726	FLAG	615	306	301	301	5	0	0.983
TET2Exon3_0591	chr4	106155722	106155833	FLAG	846	322	267	270	4	0	0.985
TET2Exon3_0592	chr4	106155826	106155942	PASS	718	449	277	439	271	0	0.341
TET2Exon3_0593	chr4	106155916	106156037	PASS	621	344	179	342	170	0	0.367
TET2Exon3_0594	chr4	106156011	106156127	FLAG	394	212.5	165	195.5	8	0	0.952
TET2Exon3_0595	chr4	106156124	106156245	FLAG	353	190	53	185	50	0	0.422
TET2Exon3_0596	chr4	106156216	106156327	FLAG	932	190	137	187	57	0.016	0.7
TET2Exon3_0597	chr4	106156301	106156412	PASS	1218	872	737	865	717	0.003	0.22
TET2Exon3_0598	chr4	106156389	106156505	PASS	1224	460	314	454	307	0.001	0.607
TET2Exon3_0599	chr4	106156501	106156622	FLAG	607	178	147	150	5	0	0.966
TET2Exon3_0600	chr4	106156608	106156729	FLAG	369	220	145	216	79	0	0.641
TET2Exon3_0601	chr4	106156698	106156809	FLAG	425	221	83	221	71	0	0.563
TET2Exon3_0602	chr4	106156783	106156899	PASS	541	274	204	268	197	0	0.554
TET2Exon3_0603	chr4	106156895	106157016	PASS	678	466	267	387	261	0	0.311
TET2Exon3_0604	chr4	106156993	106157104	PASS	480	214	207	214	202	0	0.44
TET2Exon3_0606	chr4	106157171	106157282	FLAG	560	127	120	125	8	0	0.937
TET2Exon3_0607	chr4	106157269	106157380	FLAG	653	527	431	481	19	0	0.96
TET2Exon3_0608	chr4	106157372	106157483	FLAG	595	164	101	161	65	0	0.79
TET2Exon3_0609	chr4	106157461	106157572	FLAG	198	96	62	96	4	0	0.946
TET2Exon3_0610	chr4	106157564	106157675	FLAG	165	96	34	96	31	0	0.507
TET2Exon3_0611	chr4	106157647	106157758	FLAG	238	103	69	99	35	0	0.66
TET2Exon3_0612	chr4	106157756	106157877	PASS	247	135	135	135	131	0	0.325
TET2Exon3_0613	chr4	106157873	106157984	FLAG	594	178	43	176	41	0	0.701
TET2Exon3_0614	chr4	106157962	106158083	FLAG	513	458	417	438	65	0	0.859
TET2Exon3_0615	chr4	106158079	106158190	FLAG	675	56	56	56	9	0	0.839
TET2Exon3_0616	chr4	106158187	106158298	FLAG	901	183	180	180	2	0	0.989
TET2Exon3_0617	chr4	106158296	106158417	FLAG	1007	641	641	640	11	0	0.983
TET2Exon3_0618	chr4	106158403	106158524	FLAG	827	186	186	186	3	0	0.984
TET2Exon4_0619	chr4	106162476	106162587	PASS	340	339	231	334	115	0	0.662
TET2Exon4_0620	chr4	106162538	106162649	FLAG	340	339	103	334	98	0	0.662
TET2Exon5_0621	chr4	106163980	106164091	FLAG	446	446	446	443	7	0	0.984
TET2Exon6_0622	chr4	106164709	106164825	PASS	821	573	572	568	544	0	0.26
TET2Exon6_0623	chr4	106164813	106164934	FLAG	1392	278	239	243	5	0	0.979
